1454,Afoa_Moega_Lutu,Valparaiso_University_School_of_Law,1,Can't Decide,2.029489278793335
487,Yasuhisa_Shiozaki,Harvard_University,1,Can't Decide,2.0229883193969727
3205,Adolfo_Nicolás,Pontifical_Gregorian_University,1,Can't Decide,2.021334409713745
2263,Șerban_Iliescu,University_of_Bucharest,1,Can't Decide,2.0215280055999756
16,Raül_Romeva,Autonomous_University_of_Barcelona,1,Can't Decide,2.023369789123535
3867,Ivan_Mrkić,University_of_Belgrade_Faculty_of_Law,1,Can't Decide,2.021555185317993
3725,Ana_Pastor_Julián,University_of_Salamanca,1,Can't Decide,2.022745370864868
62,George_Diggs,University_of_Wisconsin–Madison,1,Can't Decide,2.021578550338745
6241,Henry_Briggs_(mathematician),England,0,Can't Decide,1.970794677734375
8691,John_Kelly_(artist),UK,0,Can't Decide,2.0707240104675293
8701,Temístocles_Montás,Engineering,0,Can't Decide,2.021852493286133
7177,Yvette_Kosmann-Schwarzbach,Mathematics,0,Can't Decide,2.072000741958618
9026,Fran_Bošnjaković,University_of_Stuttgart,0,Can't Decide,2.0707993507385254
8378,Michael_Tate,Doctor_of_Laws,0,Can't Decide,1.9726169109344482
6552,Jonathan_Stickland,Business,0,Can't Decide,2.023587942123413
8727,Asadullah_Bhutto,LL.B,0,Can't Decide,2.0225095748901367
8832,David_Hanson_(politician),England,0,Can't Decide,2.0221121311187744
6284,Siméon_Denis_Poisson,Mathematics,0,Can't Decide,2.0218491554260254
9439,H._Foster_Pettit,Business,0,Can't Decide,2.0710883140563965
9572,Philip_M._Morse,Ludwig_Maximilians_University_of_Munich,0,Can't Decide,2.071791172027588
9087,Rahima_Begum,England,0,Can't Decide,2.0720579624176025
5981,José_Bonet_Solves,Mathematics,0,Can't Decide,2.0203189849853516
5406,Howard_Harry_Rosenbrock,England,0,Can't Decide,2.020346164703369
8141,Fraser_Stoddart,UK,0,Can't Decide,2.0209081172943115
6149,Tanya_Chan,Barrister,0,Can't Decide,2.0215299129486084
6302,Despot_Badžović,Theology,0,Can't Decide,2.0208537578582764
6491,Hans_R._Camenzind,Zurich,0,Can't Decide,2.026031017303467
8220,Konni_Burton,Business,0,Can't Decide,2.071476459503174
6325,Ivars_Kalviņš,Chemistry,0,Can't Decide,2.0240421295166016
8435,Howard_Malmstadt,Chemistry,0,Can't Decide,2.0212724208831787
9611,Thomas_G._Carpenter,Memphis_State_University,0,Can't Decide,2.071685791015625
9965,Roland_Scholl,Doctor_of_Philosophy,0,Can't Decide,2.02266001701355
5567,Gheorghe_Țițeica,Mathematics,0,Can't Decide,2.021230697631836
6765,Joaquim_Levy,Economist,0,Can't Decide,2.07365083694458
5069,Simon_Forman,England,0,Can't Decide,2.020685911178589
